C0 la proba; C1 - C(N*N+1) tamaño de cluster promedio de cada número en orden 0 1 2 3...
0.350000	0.000000	0.086389	0.027194	0.015669	0.009181	0.005942	0.003517	0.002511	0.001633	0.001072	0.000772	0.000447	0.000281	0.000181	0.000169	0.000125	0.000219	0.000394	0.000694	0.001058	0.001889	0.002753	0.003258	0.003781	0.003936	0.003222	0.002600	0.001856	0.001083	0.000633	0.000247	0.000056	0.000028	0.000000	0.000000	0.000000	0.000000
0.351000	0.000000	0.087017	0.027197	0.015872	0.009211	0.005783	0.003672	0.002492	0.001547	0.001064	0.000706	0.000483	0.000311	0.000206	0.000150	0.000150	0.000206	0.000378	0.000739	0.001211	0.001886	0.002669	0.003286	0.003781	0.003883	0.003247	0.002742	0.001772	0.001044	0.000569	0.000214	0.000089	0.000011	0.000006	0.000000	0.000003	0.000000
0.352000	0.000000	0.086128	0.026822	0.015544	0.009136	0.005744	0.003717	0.002644	0.001686	0.001181	0.000817	0.000503	0.000314	0.000211	0.000136	0.000139	0.000206	0.000333	0.000678	0.001222	0.002003	0.002767	0.003344	0.003842	0.003758	0.003347	0.002533	0.001747	0.001069	0.000550	0.000208	0.000069	0.000025	0.000000	0.000000	0.000000	0.000000
0.353000	0.000000	0.086825	0.027253	0.015486	0.009178	0.005900	0.003619	0.002492	0.001583	0.001219	0.000736	0.000503	0.000344	0.000228	0.000125	0.000144	0.000206	0.000397	0.000669	0.001233	0.001983	0.002750	0.003333	0.003997	0.003669	0.003369	0.002525	0.001781	0.001047	0.000461	0.000211	0.000078	0.000014	0.000006	0.000000	0.000000	0.000000
0.354000	0.000000	0.086744	0.027472	0.015764	0.009244	0.005756	0.003886	0.002478	0.001592	0.001128	0.000758	0.000525	0.000264	0.000217	0.000111	0.000131	0.000200	0.000367	0.000667	0.001192	0.001900	0.002772	0.003631	0.003656	0.003983	0.003236	0.002558	0.001789	0.001025	0.000450	0.000225	0.000075	0.000011	0.000000	0.000000	0.000003	0.000000
0.355000	0.000000	0.085886	0.027111	0.015606	0.009275	0.005997	0.003883	0.002567	0.001658	0.001006	0.000847	0.000450	0.000344	0.000256	0.000125	0.000144	0.000233	0.000381	0.000808	0.001172	0.001942	0.002919	0.003572	0.003803	0.003689	0.003303	0.002494	0.001636	0.000964	0.000525	0.000200	0.000083	0.000017	0.000003	0.000000	0.000000	0.000000
0.356000	0.000000	0.086708	0.026994	0.015467	0.009350	0.005758	0.003881	0.002650	0.001708	0.001064	0.000764	0.000492	0.000364	0.000219	0.000106	0.000147	0.000203	0.000381	0.000833	0.001347	0.001997	0.002847	0.003483	0.003642	0.003828	0.003194	0.002542	0.001722	0.000978	0.000478	0.000200	0.000067	0.000008	0.000003	0.000000	0.000000	0.000000
0.357000	0.000000	0.084792	0.027203	0.015697	0.009178	0.006000	0.003889	0.002475	0.001728	0.001147	0.000933	0.000581	0.000383	0.000222	0.000136	0.000183	0.000214	0.000481	0.000881	0.001336	0.002056	0.002886	0.003422	0.003817	0.003875	0.003258	0.002389	0.001444	0.000875	0.000453	0.000219	0.000056	0.000025	0.000003	0.000000	0.000000	0.000000
0.358000	0.000000	0.085825	0.026881	0.015764	0.009142	0.005883	0.003825	0.002556	0.001797	0.001125	0.000756	0.000539	0.000322	0.000219	0.000156	0.000169	0.000267	0.000522	0.000806	0.001236	0.002033	0.002800	0.003342	0.003889	0.003736	0.003244	0.002442	0.001717	0.000944	0.000478	0.000156	0.000061	0.000039	0.000006	0.000000	0.000000	0.000000
0.359000	0.000000	0.084431	0.027169	0.015725	0.009242	0.006183	0.003861	0.002539	0.001781	0.001217	0.000819	0.000569	0.000322	0.000211	0.000169	0.000133	0.000272	0.000494	0.000783	0.001536	0.002092	0.002831	0.003586	0.003933	0.003642	0.003150	0.002247	0.001661	0.000872	0.000378	0.000156	0.000081	0.000025	0.000003	0.000003	0.000000	0.000000
